"","Var1","Freq"
"1040","Monetary, Depository Corporations Survey, Net Foreign Assets (refers to the Depository Corporations), Domestic Currency",675
"1041","Monetary, Depository Corporations Survey, Net Foreign Assets (refers to the Depository Corporations), Euros",75
"1042","Monetary, Depository Corporations Survey, Net Foreign Assets (refers to the Depository Corporations), US Dollars",39
"1043","Monetary, Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents (refers to the Depository Corporations), Domestic Currency",675
"1044","Monetary, Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents (refers to the Depository Corporations), Euros",75
"1045","Monetary, Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents (refers to the Depository Corporations), US Dollars",37
"1046","Monetary, Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents (refers to the Depository Corporations), Domestic Currency",675
"1047","Monetary, Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents (refers to the Depository Corporations), Euros",75
"1048","Monetary, Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents (refers to the Depository Corporations), US Dollars",37
"1049","Monetary, Depository Corporations Survey, Other Items (Net) (refers to the Depository Corporations), Domestic Currency",675
"1050","Monetary, Depository Corporations Survey, Other Items (Net) (refers to the Depository Corporations), Euros",24
"1051","Monetary, Depository Corporations Survey, Other Items (Net) (refers to the Depository Corporations), US Dollars",21
"1052","Monetary, Depository Corporations Survey, Securities other than Shares Excluded from Broad Money (refers to the Depository Corporations), Domestic Currency",675
"1053","Monetary, Depository Corporations Survey, Securities other than Shares Excluded from Broad Money (refers to the Depository Corporations), Euros",72
"1054","Monetary, Depository Corporations Survey, Securities other than Shares Excluded from Broad Money (refers to the Depository Corporations), US Dollars",21
"1055","Monetary, Depository Corporations Survey, Shares and Other Equity (refers to the Depository Corporations), Domestic Currency",675
"1056","Monetary, Depository Corporations Survey, Shares and Other Equity (refers to the Depository Corporations), Euros",27
"1057","Monetary, Depository Corporations Survey, Shares and Other Equity (refers to the Depository Corporations), US Dollars",21
"1058","Monetary, Financial Corporations Survey, Currency Outside Financial Corporations (refers to the Financial Corporations), Domestic Currency",159
"1059","Monetary, Financial Corporations Survey, Currency Outside Financial Corporations (refers to the Financial Corporations), Euros",3
"1060","Monetary, Financial Corporations Survey, Currency Outside Financial Corporations (refers to the Financial Corporations), US Dollars",6
"1061","Monetary, Financial Corporations Survey, Deposits (refers to the Financial Corporations), Domestic Currency",162
"1062","Monetary, Financial Corporations Survey, Deposits (refers to the Financial Corporations), Euros",3
"1063","Monetary, Financial Corporations Survey, Deposits (refers to the Financial Corporations), US Dollars",6
"1064","Monetary, Financial Corporations Survey, Domestic Claims (refers to the Financial Corporations), Domestic Currency",162
"1065","Monetary, Financial Corporations Survey, Domestic Claims (refers to the Financial Corporations), Euros",3
"1066","Monetary, Financial Corporations Survey, Domestic Claims (refers to the Financial Corporations), US Dollars",6
"1067","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Financial Corporations), Domestic Currency",162
"1068","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Financial Corporations), Euros",3
"1069","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Financial Corporations), US Dollars",6
"1070","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Financial Corporations), Domestic Currency",162
"1071","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Financial Corporations), Euros",3
"1072","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Financial Corporations), US Dollars",6
"1073","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Public Non-financial Corporations (refers to the Financial Corporations), Domestic Currency",162
"1074","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Public Non-financial Corporations (refers to the Financial Corporations), Euros",3
"1075","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Public Non-financial Corporations (refers to the Financial Corporations), US Dollars",6
"1076","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on State and Local Government (refers to the Financial Corporations), Domestic Currency",162
"1077","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on State and Local Government (refers to the Financial Corporations), Euros",3
"1078","Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on State and Local Government (refers to the Financial Corporations), US Dollars",6
"1079","Monetary, Financial Corporations Survey, Domestic Claims, Net Claims on Central Government (refers to the Financial Corporations), Domestic Currency",162
"1080","Monetary, Financial Corporations Survey, Domestic Claims, Net Claims on Central Government (refers to the Financial Corporations), Euros",3
"1081","Monetary, Financial Corporations Survey, Domestic Claims, Net Claims on Central Government (refers to the Financial Corporations), US Dollars",6
"1082","Monetary, Financial Corporations Survey, Domestic Claims, Net Claims on Central Government, Claims on Central Government (refers to the Financial Corporations), Domestic Currency",162
"1083","Monetary, Financial Corporations Survey, Domestic Claims, Net Claims on Central Government, Claims on Central Government (refers to the Financial Corporations), Euros",3
"1084","Monetary, Financial Corporations Survey, Domestic Claims, Net Claims on Central Government, Claims on Central Government (refers to the Financial Corporations), US Dollars",6
"1085","Monetary, Financial Corporations Survey, Domestic Claims, Net Claims on Central Government, Liabilities to Central Government (refers to the Financial Corporations), Domestic Currency",162
"1086","Monetary, Financial Corporations Survey, Domestic Claims, Net Claims on Central Government, Liabilities to Central Government (refers to the Financial Corporations), Euros",3
"1087","Monetary, Financial Corporations Survey, Domestic Claims, Net Claims on Central Government, Liabilities to Central Government (refers to the Financial Corporations), US Dollars",6
"1088","Monetary, Financial Corporations Survey, Financial Derivatives (refers to the Financial Corporations), Domestic Currency",162
"1089","Monetary, Financial Corporations Survey, Financial Derivatives (refers to the Financial Corporations), Euros",3
"1090","Monetary, Financial Corporations Survey, Financial Derivatives (refers to the Financial Corporations), US Dollars",6
"1091","Monetary, Financial Corporations Survey, Insurance Technical Reserves (refers to the Financial Corporations), Domestic Currency",162
"1092","Monetary, Financial Corporations Survey, Insurance Technical Reserves (refers to the Financial Corporations), Euros",3
"1093","Monetary, Financial Corporations Survey, Insurance Technical Reserves (refers to the Financial Corporations), US Dollars",6
"1094","Monetary, Financial Corporations Survey, Loans (refers to the Financial Corporations), Domestic Currency",161
"1095","Monetary, Financial Corporations Survey, Loans (refers to the Financial Corporations), Euros",3
"1096","Monetary, Financial Corporations Survey, Loans (refers to the Financial Corporations), US Dollars",6
"1097","Monetary, Financial Corporations Survey, Net Foreign Assets (refers to the Financial Corporations), Domestic Currency",162
"1098","Monetary, Financial Corporations Survey, Net Foreign Assets (refers to the Financial Corporations), Euros",3
"1099","Monetary, Financial Corporations Survey, Net Foreign Assets (refers to the Financial Corporations), US Dollars",6
"1100","Monetary, Financial Corporations Survey, Net Foreign Assets, Claims on Non-residents (refers to the Financial Corporations), Domestic Currency",162
"1101","Monetary, Financial Corporations Survey, Net Foreign Assets, Claims on Non-residents (refers to the Financial Corporations), Euros",3
"1102","Monetary, Financial Corporations Survey, Net Foreign Assets, Claims on Non-residents (refers to the Financial Corporations), US Dollars",6
"1103","Monetary, Financial Corporations Survey, Net Foreign Assets, Liabilities to Non-residents (refers to the Financial Corporations), Domestic Currency",162
"1104","Monetary, Financial Corporations Survey, Net Foreign Assets, Liabilities to Non-residents (refers to the Financial Corporations), Euros",3
"1105","Monetary, Financial Corporations Survey, Net Foreign Assets, Liabilities to Non-residents (refers to the Financial Corporations), US Dollars",6
"1106","Monetary, Financial Corporations Survey, Other Items Net (refers to the Financial Corporations), Domestic Currency",159
"1107","Monetary, Financial Corporations Survey, Other Items Net (refers to the Financial Corporations), Euros",3
"1108","Monetary, Financial Corporations Survey, Other Items Net (refers to the Financial Corporations), US Dollars",6
"1109","Monetary, Financial Corporations Survey, Securities other than Shares (refers to the Financial Corporations), Domestic Currency",162
"1110","Monetary, Financial Corporations Survey, Securities other than Shares (refers to the Financial Corporations), Euros",3
"1111","Monetary, Financial Corporations Survey, Securities other than Shares (refers to the Financial Corporations), US Dollars",6
"1112","Monetary, Financial Corporations Survey, Shares and Other Equity (refers to the Financial Corporations), Domestic Currency",162
"1113","Monetary, Financial Corporations Survey, Shares and Other Equity (refers to the Financial Corporations), Euros",3
