"","Var1","Freq"
"766","Monetary, Banking Institutions, Claims on Nonbank Financial Institutions (Non-Standardized Presentation), Euros",3
"767","Monetary, Banking Institutions, Claims on Official Entities (Non-Standardized Presentation), Domestic Currency",24
"768","Monetary, Banking Institutions, Claims on Other Banking Institutions (Non-Standardized Presentation), Domestic Currency",85
"769","Monetary, Banking Institutions, Claims on Private Sector (Non-Standardized Presentation), Domestic Currency",564
"770","Monetary, Banking Institutions, Claims on Private Sector (Non-Standardized Presentation), Euros",3
"771","Monetary, Banking Institutions, Claims on Private Sector (Non-Standardized Presentation), US Dollars",18
"772","Monetary, Banking Institutions, Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), Domestic Currency",354
"773","Monetary, Banking Institutions, Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), Euros",3
"774","Monetary, Banking Institutions, Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), US Dollars",18
"775","Monetary, Banking Institutions, Claims on State and Local Governments (Non-Standardized Presentation), Domestic Currency",321
"776","Monetary, Banking Institutions, Claims on State and Local Governments (Non-Standardized Presentation), Euros",3
"777","Monetary, Banking Institutions, Claims on State and Local Governments (Non-Standardized Presentation), US Dollars",18
"778","Monetary, Banking Institutions, Counterpart Funds (Non-Standardized Presentation), Domestic Currency",9
"779","Monetary, Banking Institutions, Credit from Monetary Authorities (Non-Standardized Presentation), Domestic Currency",524
"780","Monetary, Banking Institutions, Credit from Monetary Authorities (Non-Standardized Presentation), Euros",3
"781","Monetary, Banking Institutions, Demand Deposits (Non-Standardized Presentation), Domestic Currency",557
"782","Monetary, Banking Institutions, Demand Deposits (Non-Standardized Presentation), Euros",3
"783","Monetary, Banking Institutions, Demand Deposits (Non-Standardized Presentation), US Dollars",18
"784","Monetary, Banking Institutions, Demand, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency",6
"785","Monetary, Banking Institutions, Deposits (Non-Standardized Presentation), Domestic Currency",295
"786","Monetary, Banking Institutions, Foreign Assets (Non-Standardized Presentation), Domestic Currency",562
"787","Monetary, Banking Institutions, Foreign Assets (Non-Standardized Presentation), Euros",3
"788","Monetary, Banking Institutions, Foreign Assets (Non-Standardized Presentation), US Dollars",42
"789","Monetary, Banking Institutions, Foreign Liabilities (Non-Standardized Presentation), Domestic Currency",564
"790","Monetary, Banking Institutions, Foreign Liabilities (Non-Standardized Presentation), Euros",3
"791","Monetary, Banking Institutions, Foreign Liabilities (Non-Standardized Presentation), US Dollars",39
"792","Monetary, Banking Institutions, Foreign Liabilities, Long-term (Non-Standardized Presentation), Domestic Currency",54
"793","Monetary, Banking Institutions, Liabilities to Other Financial Corporations (Non-Standardized Presentation), Domestic Currency",249
"794","Monetary, Banking Institutions, Liabilities to Other Financial Corporations (Non-Standardized Presentation), US Dollars",18
"795","Monetary, Banking Institutions, Other Items, Net (Non-Standardized Presentation), Domestic Currency",563
"796","Monetary, Banking Institutions, Other Items, Net (Non-Standardized Presentation), Euros",3
"797","Monetary, Banking Institutions, Other Items, Net (Non-Standardized Presentation), US Dollars",18
"798","Monetary, Banking Institutions, Private Sector Deposits (Non-Standardized Presentation), Domestic Currency",42
"799","Monetary, Banking Institutions, Reserves (Non-Standardized Presentation), Domestic Currency",560
"800","Monetary, Banking Institutions, Reserves (Non-Standardized Presentation), Euros",3
"801","Monetary, Banking Institutions, Securities Other than Shares (Non-Standardized Presentation), Domestic Currency",6
"802","Monetary, Banking Institutions, Securities Other than Shares, Bonds (Non-Standardized Presentation), Domestic Currency",42
"803","Monetary, Banking Institutions, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency",542
"804","Monetary, Banking Institutions, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Euros",3
"805","Monetary, Banking Institutions, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), US Dollars",18
"806","Monetary, Banking Institutions, Total Assets (Non-Standardized Presentation), Domestic Currency",12
"807","Monetary, Banking Survey and Financial Survey, Capital Accounts (Non-Standardized Presentation), US Dollars",3
"808","Monetary, Banking Survey and Financial Survey, Central Government Lending Funds (Non-Standardized Presentation), Domestic Currency",6
"809","Monetary, Banking Survey and Financial Survey, Central or General Government Deposits, Liabilities to Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency",3
"810","Monetary, Banking Survey and Financial Survey, Claims on Nonbank Financial Institutions (Non-Standardized Presentation), Domestic Currency",12
"811","Monetary, Banking Survey and Financial Survey, Counterpart Funds (Non-Standardized Presentation), Domestic Currency",3
"812","Monetary, Banking Survey and Financial Survey, Domestic Claims (Non-Standardized Presentation), US Dollars",3
"813","Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on Central or General Government, Net Claims on Central or General Government (Non-Standardized Presentation), US Dollars",3
"814","Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on Private Sector (Non-Standardized Presentation), US Dollars",3
"815","Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on Public Non-financial Corporations (Non-Standardized Presentation), Domestic Currency",45
"816","Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on Public Non-financial Corporations (Non-Standardized Presentation), US Dollars",3
"817","Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on Public Non-financial Corporations, Claims on Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency",3
"818","Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on State and Local Government or Official Entities (Non-Standardized Presentation), US Dollars",3
"819","Monetary, Banking Survey and Financial Survey, Foreign Assets, Net Foreign Assets (Non-Standardized Presentation), US Dollars",3
"820","Monetary, Banking Survey and Financial Survey, Insurance Technical Reserves (Non-Standardized Presentation), Domestic Currency",27
"821","Monetary, Banking Survey and Financial Survey, Insurance Technical Reserves (Non-Standardized Presentation), US Dollars",3
"822","Monetary, Banking Survey and Financial Survey, Liabilities to Nonbank Financial Institutions (Non-Standardized Presentation), Domestic Currency",3
"823","Monetary, Banking Survey and Financial Survey, Money (Non-Standardized Presentation), Domestic Currency",3
"824","Monetary, Banking Survey and Financial Survey, Other Items (Net) (Non-Standardized Presentation), US Dollars",3
"825","Monetary, Banking Survey and Financial Survey, Quasi-Money (Non-Standardized Presentation), Domestic Currency",3
"826","Monetary, Banking Survey and Financial Survey, Quasi-Money, Liquid Liabilities (Non-Standardized Presentation), US Dollars",3
"827","Monetary, Banking Survey and Financial Survey, Restricted Deposits (Non-Standardized Presentation), US Dollars",3
"828","Monetary, Banking Survey and Financial Survey, Securities Other Than Shares, Liabilities of Central Bank: Securities (Non-Standardized Presentation), US Dollars",3
"829","Monetary, Banking Survey and Financial Survey, Securities Other Than Shares, Money Market Instruments (Non-Standardized Presentation), Domestic Currency",33
"830","Monetary, Banking Survey and Financial Survey, Securities Other Than Shares, Money Market Instruments (Non-Standardized Presentation), US Dollars",3
"831","Monetary, Banking Survey, Capital Accounts (Non-Standardized Presentation), Domestic Currency",51
"832","Monetary, Banking Survey, Claims on Central Government, Net (Non-Standardized Presentation), Domestic Currency",57
"833","Monetary, Banking Survey, Claims on Official Entities (Non-Standardized Presentation), Domestic Currency",9
"834","Monetary, Banking Survey, Claims on Private Sector (Non-Standardized Presentation), Domestic Currency",57
"835","Monetary, Banking Survey, Claims on State and Local Governments (Non-Standardized Presentation), Domestic Currency",42
"836","Monetary, Banking Survey, Domestic Credit (Non-Standardized Presentation), Domestic Currency",57
"837","Monetary, Banking Survey, Foreign Assets, Net (Non-Standardized Presentation), Domestic Currency",57
"838","Monetary, Banking Survey, Foreign Liabilities, Long-term (Non-Standardized Presentation), Domestic Currency",3
"839","Monetary, Banking Survey, Liquid Liabilities (Non-Standardized Presentation), Domestic Currency",90
"840","Monetary, Banking Survey, Other Items, Net (Non-Standardized Presentation), Domestic Currency",60
"841","Monetary, Banking Survey, Restricted Deposits (Non-Standardized Presentation), Domestic Currency",39
"842","Monetary, Banking Survey, Securities Other Than Shares, Bonds (Non-Standardized Presentation), Domestic Currency",9
"843","Monetary, Banking Survey, Securities Other Than Shares, Securities (Non-Standardized Presentation), Domestic Currency",39
"844","Monetary, Base Money, Domestic Currency",132
"845","Monetary, Base Money, Seasonally Adjusted, Domestic Currency",3
"846","Monetary, Base Money, US Dollars",9
"847","Monetary, Broad Money, Currency in Circulation Outside Depository Corporations, Domestic Currency",3
"848","Monetary, Broad Money, Currency Issued by Central Government, Domestic Currency",477
"849","Monetary, Broad Money, Currency Issued by Central Government, Euros",9
"850","Monetary, Broad Money, Currency Issued by Central Government, US Dollars",15
"851","Monetary, Broad Money, Deposits in Non-financial Corporations (Including Electronic Money), Domestic Currency",478
"852","Monetary, Broad Money, Deposits in Non-financial Corporations (Including Electronic Money), Euros",9
"853","Monetary, Broad Money, Deposits in Non-financial Corporations (Including Electronic Money), US Dollars",15
"854","Monetary, Broad Money, Domestic Currency",451
"855","Monetary, Broad Money, Euros",9
"856","Monetary, Broad Money, Seasonally Adjusted, Domestic Currency",3
"857","Monetary, Broad Money, Securities Issued by Central Government, Domestic Currency",475
"858","Monetary, Broad Money, Securities Issued by Central Government, Euros",9
"859","Monetary, Broad Money, Securities Issued by Central Government, US Dollars",15
"860","Monetary, Broad Money, US Dollars",15
"861","Monetary, Central Bank Survey, Claims on Other Depository Corporations, Domestic Currency",645
"862","Monetary, Central Bank Survey, Claims on Other Depository Corporations, Euros",72
"863","Monetary, Central Bank Survey, Claims on Other Depository Corporations, US Dollars",21
"864","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Domestic Currency",645
"865","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Euros",72
"866","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Other Financial Corporations, US Dollars",21
"867","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Private Sector, Domestic Currency",645
"868","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Private Sector, Euros",72
"869","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Private Sector, US Dollars",21
"870","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Domestic Currency",645
"871","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Euros",15
"872","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, US Dollars",21
"873","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on State and Local Government, Domestic Currency",645
"874","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on State and Local Government, Euros",72
"875","Monetary, Central Bank Survey, Claims on Other Sectors, Claims on State and Local Government, US Dollars",21
"876","Monetary, Central Bank Survey, Claims on Other Sectors, Domestic Currency",639
"877","Monetary, Central Bank Survey, Claims on Other Sectors, Euros",72
"878","Monetary, Central Bank Survey, Claims on Other Sectors, US Dollars",21
"879","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Excluded from Broad Money, Domestic Currency",645
"880","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Excluded from Broad Money, Euros",15
"881","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Excluded from Broad Money, US Dollars",21
"882","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Included In Broad Money, Domestic Currency",639
"883","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Included In Broad Money, Euros",15
"884","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Included In Broad Money, US Dollars",21
"885","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Domestic Currency",639
"886","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Euros",15
"887","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Excluded from Broad Money, Domestic Currency",645
"888","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Excluded from Broad Money, Euros",15
"889","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Excluded from Broad Money, US Dollars",21
"890","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Included In Broad Money, Domestic Currency",645
"891","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Included In Broad Money, Euros",15
"892","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Included In Broad Money, US Dollars",21
"893","Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, US Dollars",21
"894","Monetary, Central Bank Survey, Financial Derivatives, Domestic Currency",645
"895","Monetary, Central Bank Survey, Financial Derivatives, Euros",15
"896","Monetary, Central Bank Survey, Financial Derivatives, US Dollars",21
"897","Monetary, Central Bank Survey, Loans, Domestic Currency",645
"898","Monetary, Central Bank Survey, Loans, Euros",15
"899","Monetary, Central Bank Survey, Loans, US Dollars",21
"900","Monetary, Central Bank Survey, Monetary Base, Currency In Circulation, Domestic Currency",645
"901","Monetary, Central Bank Survey, Monetary Base, Currency In Circulation, Euros",18
"902","Monetary, Central Bank Survey, Monetary Base, Currency In Circulation, US Dollars",21
"903","Monetary, Central Bank Survey, Monetary Base, Domestic Currency",639
"904","Monetary, Central Bank Survey, Monetary Base, Euros",15
"905","Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Depository Corporations, Domestic Currency",645
"906","Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Depository Corporations, Euros",72
"907","Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Depository Corporations, US Dollars",21
"908","Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Sectors, Domestic Currency",639
"909","Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Sectors, Euros",72
"910","Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Sectors, US Dollars",21
"911","Monetary, Central Bank Survey, Monetary Base, Percentage change, Corresponding period previous year, Percent",503
"912","Monetary, Central Bank Survey, Monetary Base, US Dollars",21
"913","Monetary, Central Bank Survey, Net Claims on Central Government, Claims on Central Government, Domestic Currency",645
"914","Monetary, Central Bank Survey, Net Claims on Central Government, Claims on Central Government, Euros",72
"915","Monetary, Central Bank Survey, Net Claims on Central Government, Claims on Central Government, US Dollars",21
"916","Monetary, Central Bank Survey, Net Claims on Central Government, Domestic Currency",639
"917","Monetary, Central Bank Survey, Net Claims on Central Government, Euros",72
"918","Monetary, Central Bank Survey, Net Claims on Central Government, Liabilities To Central Government, Domestic Currency",645
"919","Monetary, Central Bank Survey, Net Claims on Central Government, Liabilities To Central Government, Euros",72
"920","Monetary, Central Bank Survey, Net Claims on Central Government, Liabilities To Central Government, US Dollars",21
"921","Monetary, Central Bank Survey, Net Claims on Central Government, US Dollars",21
"922","Monetary, Central Bank Survey, Net Claims on Eurosystem, Euros",57
"923","Monetary, Central Bank Survey, Net Foreign Assets, Claims on Non-residents, Domestic Currency",648
"924","Monetary, Central Bank Survey, Net Foreign Assets, Claims on Non-residents, Euros",75
"925","Monetary, Central Bank Survey, Net Foreign Assets, Claims on Non-residents, Other Foreign Assets, International Liquidity, US Dollars",716
"926","Monetary, Central Bank Survey, Net Foreign Assets, Claims on Non-residents, US Dollars",21
"927","Monetary, Central Bank Survey, Net Foreign Assets, Domestic Currency",639
"928","Monetary, Central Bank Survey, Net Foreign Assets, Euros",75
"929","Monetary, Central Bank Survey, Net Foreign Assets, Liabilities To Non-residents, Domestic Currency",645
"930","Monetary, Central Bank Survey, Net Foreign Assets, Liabilities To Non-residents, Euros",75
"931","Monetary, Central Bank Survey, Net Foreign Assets, Liabilities To Non-residents, Other Foreign Liabilities, International Liquidity, US Dollars",717
"932","Monetary, Central Bank Survey, Net Foreign Assets, Liabilities To Non-residents, US Dollars",21
"933","Monetary, Central Bank Survey, Net Foreign Assets, US Dollars",21
"934","Monetary, Central Bank Survey, Other Items (Net), Domestic Currency",645
"935","Monetary, Central Bank Survey, Other Items (Net), Euros",18
"936","Monetary, Central Bank Survey, Other Items (Net), US Dollars",21
"937","Monetary, Central Bank Survey, Other Liabilities To Other Depository Corporations, Domestic Currency",645
"938","Monetary, Central Bank Survey, Other Liabilities To Other Depository Corporations, Euros",72
"939","Monetary, Central Bank Survey, Other Liabilities To Other Depository Corporations, US Dollars",21
"940","Monetary, Central Bank Survey, Shares and other Equity, Domestic Currency",645
"941","Monetary, Central Bank Survey, Shares and other Equity, Euros",18
"942","Monetary, Central Bank Survey, Shares and other Equity, US Dollars",21
"943","Monetary, Central Bank, Assets, Domestic Currency",544
"944","Monetary, Central Bank, Assets, Euros",16
"945","Monetary, Central Bank, Assets, US Dollars",18
"946","Monetary, Deposit Money Banks, Bonds (Debt Securities) (Non-Standardized Presentation), Domestic Currency",66
"947","Monetary, Deposit Money Banks, Central or General Government Deposits, Liabilities to Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency",3
"948","Monetary, Deposit Money Banks, Central or General Government Deposits, State Government Deposits (Non-Standardized Presentation), Domestic Currency",3
"949","Monetary, Deposit Money Banks, Claims on Central or General Government, Claims on Provincial Governments (Non-Standardized Presentation), Domestic Currency",3
"950","Monetary, Deposit Money Banks, Claims on Central or General Government, Claims on State Government (Non-Standardized Presentation), Domestic Currency",3
"951","Monetary, Deposit Money Banks, Claims on Other Financial Corporations (Non-Standardized Presentation), US Dollars",15
"952","Monetary, Deposit Money Banks, Claims on Public Non-financial Corporations, Claims on Cooperatives (Non-Standardized Presentation), Domestic Currency",3
"953","Monetary, Deposit Money Banks, Claims on Public Non-financial Corporations, Claims on Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency",3
"954","Monetary, Deposit Money Banks, Claims on Public Non-financial Corporations, Claims on Public Corporations (Non-Standardized Presentation), Domestic Currency",3
"955","Monetary, Deposit Money Banks, Credit from Central Bank (Non-Standardized Presentation), US Dollars",15
"956","Monetary, Deposit Money Banks, Liabilities to Other Banking Institutions (Non-Standardized Presentation), Domestic Currency",9
"957","Monetary, Deposit Money Banks, Liabilities to Other Financial Corporations (Non-Standardized Presentation), SDRs",3
"958","Monetary, Deposit Money Banks, Memorandum Items, Government Deposits at Girodienst (Non-Standardized Presentation), Domestic Currency",3
"959","Monetary, Deposit Money Banks, Memorandum Items, Postal Debt (Non-Standardized Presentation), Domestic Currency",3
"960","Monetary, Deposit Money Banks, Memorandum Items, Private Deposits at Treasury (Non-Standardized Presentation), Domestic Currency",6
"961","Monetary, Deposit Money Banks, Memorandum Items, Treasury: Claims on Private Sector (Non-Standardized Presentation), Domestic Currency",21
"962","Monetary, Deposit Money Banks, Other Items (Net), Valuation Adjustment (Non-Standardized Presentation), Domestic Currency",3
"963","Monetary, Deposit Money Banks, Reserves (Non-Standardized Presentation), US Dollars",15
"964","Monetary, Deposit Money Banks, Reserves, Claims on Central Bank: Securities (Non-Standardized Presentation), US Dollars",15
"965","Monetary, Deposit Money Banks, Reserves, Other Claims on Central Bank (Non-Standardized Presentation), US Dollars",15
"966","Monetary, Deposit Money Banks, Restricted Deposits (Non-Standardized Presentation), US Dollars",15
"967","Monetary, Deposit Money Banks, Securities Other than Shares, Money Market Instruments (Non-Standardized Presentation), Domestic Currency",276
"968","Monetary, Deposit Money Banks, Securities Other than Shares, Money Market Instruments (Non-Standardized Presentation), US Dollars",15
"969","Monetary, Deposit Money Banks, Securities Other than Shares, Variations of Bonds: Post Office Savings Certificates (Non-Standardized Presentation), Domestic Currency",3
"970","Monetary, Deposit Money Banks, Variations of Time, Savings, and Foreign Currency Deposits: Central Government Monetary Liabilities (Non-Standardized Presentation), Domestic Currency",3
"971","Monetary, Deposit Money Banks, Variations of Time, Savings, and Foreign Currency Deposits: Post Office Savings Deposits (Non-Standardized Presentation), Domestic Currency",3
"972","Monetary, Deposit Money Banks, Variations of Time, Savings, and Foreign Currency Deposits: Time and Savings Deposits (Non-Standardized Presentation), Domestic Currency",3
"973","Monetary, Depository Corporations Survey, Broad Money Liabilities (refers to the Depository Corporations), Domestic Currency",648
"974","Monetary, Depository Corporations Survey, Broad Money Liabilities (refers to the Depository Corporations), Euros",9
"975","Monetary, Depository Corporations Survey, Broad Money Liabilities (refers to the Depository Corporations), Percentage change, Corresponding period previous year, Percent",506
"976","Monetary, Depository Corporations Survey, Broad Money Liabilities (refers to the Depository Corporations), US Dollars",24
"977","Monetary, Depository Corporations Survey, Broad Money Liabilities, Currency Outside Depository Corporations (refers to the Depository Corporations), Domestic Currency",675
"978","Monetary, Depository Corporations Survey, Broad Money Liabilities, Currency Outside Depository Corporations (refers to the Depository Corporations), Euros",24
"979","Monetary, Depository Corporations Survey, Broad Money Liabilities, Currency Outside Depository Corporations (refers to the Depository Corporations), US Dollars",21
"980","Monetary, Depository Corporations Survey, Broad Money Liabilities, Other Deposits (refers to the Depository Corporations), Domestic Currency",675
"981","Monetary, Depository Corporations Survey, Broad Money Liabilities, Other Deposits (refers to the Depository Corporations), Euros",72
"982","Monetary, Depository Corporations Survey, Broad Money Liabilities, Other Deposits (refers to the Depository Corporations), US Dollars",21
"983","Monetary, Depository Corporations Survey, Broad Money Liabilities, Securities other than Shares (refers to the Depository Corporations), Domestic Currency",675
"984","Monetary, Depository Corporations Survey, Broad Money Liabilities, Securities other than Shares (refers to the Depository Corporations), Euros",72
"985","Monetary, Depository Corporations Survey, Broad Money Liabilities, Securities other than Shares (refers to the Depository Corporations), US Dollars",21
"986","Monetary, Depository Corporations Survey, Broad Money Liabilities, Transferable Deposits (refers to the Depository Corporations), Domestic Currency",675
"987","Monetary, Depository Corporations Survey, Broad Money Liabilities, Transferable Deposits (refers to the Depository Corporations), Euros",72
"988","Monetary, Depository Corporations Survey, Broad Money Liabilities, Transferable Deposits (refers to the Depository Corporations), US Dollars",21
"989","Monetary, Depository Corporations Survey, Deposits Excluded from Broad Money (refers to the Depository Corporations), Domestic Currency",675
"990","Monetary, Depository Corporations Survey, Deposits Excluded from Broad Money (refers to the Depository Corporations), Euros",72
"991","Monetary, Depository Corporations Survey, Deposits Excluded from Broad Money (refers to the Depository Corporations), US Dollars",21
"992","Monetary, Depository Corporations Survey, Domestic Claims (refers to the Depository Corporations), Domestic Currency",675
"993","Monetary, Depository Corporations Survey, Domestic Claims (refers to the Depository Corporations), Euros",72
"994","Monetary, Depository Corporations Survey, Domestic Claims (refers to the Depository Corporations), US Dollars",21
"995","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Depository Corporations), Domestic Currency",675
"996","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Depository Corporations), Euros",72
"997","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Depository Corporations), US Dollars",21
"998","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Other Financial Corporations (refers to the Depository Corporations), Domestic Currency",675
"999","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Other Financial Corporations (refers to the Depository Corporations), Euros",72
"1000","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Other Financial Corporations (refers to the Depository Corporations), US Dollars",21
"1001","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Depository Corporations), Domestic Currency",675
"1002","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Depository Corporations), Euros",72
"1003","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Depository Corporations), US Dollars",21
"1004","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Public Non-financial Corporations (refers to the Depository Corporations), Domestic Currency",675
"1005","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Public Non-financial Corporations (refers to the Depository Corporations), Euros",15
"1006","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Public Non-financial Corporations (refers to the Depository Corporations), US Dollars",21
"1007","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on State and Local Government (refers to the Depository Corporations), Domestic Currency",675
"1008","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on State and Local Government (refers to the Depository Corporations), Euros",72
"1009","Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on State and Local Government (refers to the Depository Corporations), US Dollars",21
"1010","Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government (refers to the Depository Corporations), Domestic Currency",675
"1011","Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government (refers to the Depository Corporations), Euros",72
"1012","Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government (refers to the Depository Corporations), US Dollars",21
"1013","Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Claims on Central Government (refers to the Depository Corporations), Domestic Currency",675
"1014","Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Claims on Central Government (refers to the Depository Corporations), Euros",72
"1015","Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Claims on Central Government (refers to the Depository Corporations), US Dollars",21
"1016","Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Liabilities to Central Government (refers to the Depository Corporations), Domestic Currency",675
"1017","Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Liabilities to Central Government (refers to the Depository Corporations), Euros",72
"1018","Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Liabilities to Central Government (refers to the Depository Corporations), US Dollars",21
"1019","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Claims on Non-residents, Euros",57
"1020","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Claims on Other Sectors, Euros",57
"1021","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Currency Issued, Euros",57
"1022","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Demand Deposits, Euros",57
"1023","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Domestic Claims, Euros",57
"1024","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Liabilities to Central Government, Euros",57
"1025","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Liabilities to Non-residents, Euros",57
"1026","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Net Foreign Assets, Euros",57
"1027","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Other Deposits, Euros",57
"1028","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Other Items (net), Euros",57
"1029","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Securities other than Shares, Euros",57
"1030","Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Shares and Other Equity, Euros",57
"1031","Monetary, Depository Corporations Survey, Financial Derivatives (refers to the Depository Corporations), Domestic Currency",675
"1032","Monetary, Depository Corporations Survey, Financial Derivatives (refers to the Depository Corporations), Euros",15
"1033","Monetary, Depository Corporations Survey, Financial Derivatives (refers to the Depository Corporations), US Dollars",21
"1034","Monetary, Depository Corporations Survey, Insurance Technical Reserves (refers to the Depository Corporations), Domestic Currency",675
"1035","Monetary, Depository Corporations Survey, Insurance Technical Reserves (refers to the Depository Corporations), Euros",15
"1036","Monetary, Depository Corporations Survey, Insurance Technical Reserves (refers to the Depository Corporations), US Dollars",21
"1037","Monetary, Depository Corporations Survey, Loans (refers to the Depository Corporations), Domestic Currency",675
"1038","Monetary, Depository Corporations Survey, Loans (refers to the Depository Corporations), Euros",15
"1039","Monetary, Depository Corporations Survey, Loans (refers to the Depository Corporations), US Dollars",21
